,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_1563,0.9711497,1.5077995,-0.78792757,0.38609278,-0.568104,-0.34130144,1.1748728,-0.1767956,2.3178914,0.6175755,1.5914428,0.0836512,-0.8455957,1.1237882,1.1810539,1.7676907,-1.4422351,1.3941644,1.8162245,-0.44620493,-1.2247252,1.0438088,0.76512575,1.1355201,0.68766016,0.75980735,-1.5085858,0.25080872,2.1944716,-1.5220642,-0.5385859,-0.36783803,-0.9730412,-0.35506278,0.7044307,0.49999842,1.20322,1.280228,1.3511202,1.7480237,-0.48540983,-0.81699145,1.5733225,1.3276333,-1.2034165,-1.7809992,1.2391338,-1.1697327,1.5240393,-0.32876962,0.59158295,0.61722636,0.29503572,0.8968842,-1.4561023,0.83404666,-0.9509154,-0.94141054,-0.60595465,-0.9473303,0.7892709,-1.3515315,-1.2331493,1.2910092
cell_1564,2.0745401,2.1803489,1.4224731,0.028162727,1.2455835,0.5736649,0.45638946,1.2302147,1.4481955,-1.2879028,1.0704017,-2.297713,0.26952207,0.88400793,-0.52455443,1.4050728,0.27237484,0.1836853,2.1869934,2.0134723,-0.9757127,-2.013583,0.96372926,-0.10076223,0.97144896,-1.8676556,-1.0870354,1.5388144,-0.11088833,-0.4107094,-0.9724642,-1.9166381,0.9770624,1.0779697,-1.9212325,0.9480099,-0.68868434,1.5347334,-0.7506273,1.4300406,2.0685422,-1.7781632,1.2711908,0.8326694,-1.2679011,-1.7432208,-1.6563917,-0.78381336,-1.0829278,-2.3308098,0.39075696,1.1464556,-1.6881025,-0.8533147,-2.0289106,0.89470315,0.7366045,-0.016190313,2.5963745,-0.5396899,-1.1473465,-0.3768574,-1.319696,-2.2614646
cell_1565,1.4974942,2.1439667,0.9215927,1.2317412,-0.1865977,-0.700549,-0.30330133,1.4365644,-0.16341694,-1.9416779,-0.098861426,-2.0946999,-1.458309,-0.13409877,0.63735425,1.6386901,-0.46176672,-0.35269547,1.689245,1.5187882,0.8102199,-1.7665296,-0.3966756,1.0116091,-0.5554705,-0.81247133,0.64425665,0.42391986,0.091596246,-1.4088846,0.55009353,-1.4173871,-0.0967236,-0.54469347,-1.41304,1.4057492,-0.6325526,0.21103291,0.8263836,-0.08138865,-0.034324825,-1.3816254,-0.53815633,-0.13497227,-1.5645272,-0.5444803,0.6294507,-0.5249628,-1.6178799,-1.8013712,0.94291455,-0.4367218,-1.668493,-1.2288737,-1.5507929,-0.29218188,1.0698657,0.70190287,1.8579422,0.12864721,-0.12233937,-1.0713797,0.09730731,0.07884157
cell_1566,1.0092515,1.3799698,1.3247768,-0.97396225,0.17735077,-0.01648949,0.9055104,0.99327016,2.0832946,-1.6973072,0.15244225,-0.13294795,-0.69931906,1.5710751,-1.0411127,0.11456629,-0.7336134,1.3512033,0.26597986,-0.3513283,-0.1119908,-2.3076332,1.7071857,1.2138947,-1.2923334,-1.4690051,-2.0524504,1.3535991,-0.96615607,0.60931027,-0.8047063,-1.4373671,1.2431484,-0.35755098,-1.729686,-0.4770363,-0.43349588,0.5752716,-1.1824002,1.6733507,0.39729077,-0.07424568,2.1598141,1.6854868,0.3067742,-1.9462266,-0.4960594,1.0970984,-1.5404539,0.681629,-0.44840664,0.25953013,-2.223579,0.010119423,-2.8352623,0.41937888,1.1075538,1.1394088,0.60137486,0.38629746,0.043986406,-0.32995316,-1.452237,-1.8480637
cell_1567,2.4067748,0.14909181,0.8005764,0.800544,-1.485239,-0.80563843,1.5305996,2.170742,1.8011037,0.83905673,1.9135458,-1.3426027,0.20339388,-1.2436392,1.4143009,1.4629477,1.0137771,1.0692886,-0.4864179,0.7682113,-1.9688361,0.67939854,-0.739225,-1.5957037,-1.1225398,-1.8832355,-1.9854844,2.4908018,-1.1646678,-1.7496033,1.3431466,0.95642585,0.8341587,1.3737774,-1.8239815,-0.9751646,-1.0418392,-1.2852429,1.0329982,-0.590995,-1.4290459,0.40802974,-0.8359873,-0.7847694,-1.7275628,-2.7338214,-0.68899983,1.0321406,-0.056884356,1.5468051,-1.394412,0.5257731,-0.6675576,2.3811302,-1.8877151,-1.2014514,-1.3722532,-1.3605698,1.4279975,1.6160709,0.60468775,0.72449344,-1.916657,-1.753912
cell_1568,1.474451,1.4012806,1.0981897,0.33830646,-0.8252859,-0.5114722,-0.6378108,1.9193066,-0.5548627,-2.179392,-0.5708051,-0.9400065,-1.8950213,-0.83381414,0.9935318,1.0527675,-1.5146296,-0.11044794,1.4410491,1.0822995,0.43944815,-1.5981325,-1.0569232,1.0490371,-1.3730398,-0.430653,-0.1622209,0.37558743,-1.051788,-1.9017202,1.1701353,-0.8738638,-0.58427113,-0.9060248,-1.3146843,0.88040257,-0.9963957,-0.7429737,1.5191331,0.40535393,-0.532817,-1.0247697,-0.5397599,-0.6665868,-1.1638424,0.07678815,1.1802126,-1.3366166,-0.86813396,-0.8387027,-0.014627993,-1.473376,-1.7886062,-0.75306785,-0.7871767,-1.5431755,0.9948775,0.63336265,1.771631,1.4774562,0.40352294,-1.4410921,0.7607842,-0.1812283
cell_1569,0.47742417,0.7444288,-1.5427734,0.77856535,-0.8026432,-0.25017762,1.5831041,-0.6142039,1.9529257,1.1245387,2.037038,0.99610686,0.22433719,0.15545945,0.92096233,0.76978856,-0.7161147,1.2524211,0.5543352,-0.73475516,-1.9876786,1.2392057,1.2981422,0.1576689,1.149224,1.5060971,-1.0523348,-0.54463714,1.1362662,-1.8672107,-0.6439122,-0.03787744,-0.39472288,-0.34037423,0.47814184,0.9610408,0.9805947,1.1302035,1.1817013,2.126078,-0.73783433,-0.75773525,1.5086201,2.0996623,-0.55069137,-1.3996927,1.4298028,-1.191534,2.010364,1.3329132,-0.21329641,0.90906596,1.1772057,1.5579203,0.047783002,-0.20731002,-0.69876695,-1.6892164,-1.0265117,-0.07666674,0.3218292,-1.5319153,-1.5656123,0.9497427
cell_1570,0.29984987,2.883176,2.1546285,-2.3199723,0.028415132,-0.08235508,2.3372386,-0.13917089,-0.3638756,-3.4201915,2.877307,-0.8437352,-1.5882306,-1.0909427,-1.208293,1.1149373,1.8833896,1.7655535,-1.50646,-2.0168471,-0.7120965,-1.9842395,-1.1274686,-1.1044518,-1.4925026,1.3439205,0.64633113,-1.8890499,1.8968005,0.8355,0.22460124,0.63323843,1.9350752,2.0112278,0.81421065,1.7439777,0.75725806,2.0704203,1.9809202,2.0441074,-1.1771364,1.1855778,2.2613983,0.096877456,0.6715446,1.5397625,-1.4451342,1.7405924,1.7447319,1.3989822,1.0018356,-1.890947,-0.6067495,-0.21692367,1.3348584,-2.4317727,-1.3714226,1.9818186,2.6865914,0.79646385,-2.0877988,-1.7626569,1.1109799,0.335226
cell_1571,1.0527711,0.047126412,1.1893034,-1.0061028,-0.21609296,-0.6629551,1.5510875,0.92546254,1.4572637,-1.3843138,-0.5104159,1.3548567,-1.2387431,1.2178879,-1.3713404,-0.6364549,-1.5665793,0.745379,-0.65924585,-1.5988837,0.7778435,-1.8439684,1.9584097,1.6136583,-1.761629,-1.4413204,-2.3339539,1.3955159,-0.8972702,0.1984752,-1.0558575,-1.270755,1.5530242,-0.9744774,-1.8294106,-1.4191751,-1.2026715,-0.6805117,-0.59709555,1.991054,-0.3079997,0.9877559,2.2679992,1.6539634,0.50472546,-2.0133526,1.0884582,1.2107507,-0.54535437,1.5841103,-2.0331485,0.5010104,-1.7805202,0.15221465,-1.36248,1.3678005,1.0584754,1.0377659,-0.49585778,1.1613772,0.86525726,0.48586753,-1.4557045,-1.4703846
cell_1572,-2.133545,-0.018174,-0.61673117,0.86596006,0.86767673,0.05974862,-0.948815,-0.7023568,1.9644829,0.64047307,0.7325362,-1.4429715,0.93785965,-1.2655957,-0.86561626,1.5592401,-0.87640834,0.84219325,2.026826,-1.0715151,1.1746852,-0.41057047,0.95299613,-0.62866354,-1.9412181,-1.9247322,-0.7027319,1.5252966,1.7980038,0.3991625,1.4174377,0.061098397,0.5023113,-1.1324368,-0.5178576,0.14306182,0.61769634,1.493633,-0.16998857,-0.42707214,-0.23380981,0.95171916,1.7613502,2.0143526,-2.0843096,-0.15283474,-1.4217836,1.6401227,0.20570515,-0.30185673,0.43763724,-1.2707335,0.13808951,0.90073377,-1.2103348,0.4450972,0.43865794,0.4132766,-0.6598003,-0.83331203,-1.9126163,0.87022465,0.95934534,0.14102323
cell_1573,1.9053754,1.612206,1.3730354,0.6311178,0.98176056,0.3485245,0.124066964,0.7944958,0.9251493,-1.5464895,0.714847,-2.305296,0.30626807,1.1360164,0.14230078,1.429208,-0.2708929,-0.8947848,2.2769098,1.5362966,-0.85896116,-1.7142032,0.6261531,1.0596863,1.2281427,-1.8736378,-1.1176801,0.8341149,-0.021047026,-0.64486945,-0.20216726,-1.497407,0.24926955,1.2331536,-1.7931454,1.8399312,-0.5593665,0.6901156,-0.33172965,1.2957525,1.6661408,-2.2761083,0.8916997,0.8141755,-1.8093781,-1.1221919,-1.0093714,-0.39267755,-1.247275,-2.1890843,0.6946944,0.32262927,-1.5624677,-1.1699133,-1.559604,0.59220684,1.2217003,0.15442353,2.086985,-0.9488847,-1.5348818,-1.0985346,-0.9219183,-1.7943329
cell_1574,1.7251796,1.9730934,1.0035803,0.1644156,0.301641,-0.3776843,-0.06193746,0.72782403,0.6670226,-1.2746497,0.30928093,-1.9648948,-0.09855521,1.5560932,0.2944804,1.6976956,-0.68956786,-0.5477538,2.1277401,1.4870298,-0.7305993,-1.7952893,0.38120395,1.0248445,0.70168287,-1.2295198,-0.9515271,0.21375223,0.17858654,-0.4478024,-0.73954797,-1.3972232,0.3229468,0.65408486,-1.4621869,1.7163535,-0.20441616,1.0521519,-0.1010815,0.8548352,0.5560844,-1.8210527,0.7352002,0.33360937,-1.9172428,-0.50889707,0.006409982,-0.75597084,-0.8865587,-1.4703933,1.5759668,0.7258328,-1.2965659,-0.99904567,-1.9354253,0.25366217,0.8335712,0.32949287,1.426551,-0.49146077,-0.41675785,-0.98801124,-0.60933864,-0.09208822
cell_1575,0.84126866,-1.062618,-0.94954616,0.6016856,0.14385252,-1.4586853,-0.31045133,1.2490821,2.4606428,-0.69308674,-1.3232915,-0.70967424,-1.9617844,-0.3167598,-1.6735593,0.092105344,-0.23072185,2.0021431,0.10182913,-0.3742357,2.3154054,0.52264744,0.5937454,-0.69906485,-1.0774165,-1.3898579,-0.358644,1.6931558,0.57972795,-0.22520153,-1.0669312,-0.05332376,0.5866676,-0.9662546,-1.4192026,-1.4209814,0.31592125,0.74648523,-1.4116855,0.31742486,-1.6797414,0.55298954,1.5561256,2.425393,-0.58962715,-0.12678804,0.43505698,-0.049076654,0.5164417,0.9065741,-0.8184716,0.8621001,-0.5733751,0.3488339,-0.9368092,-0.064694315,0.61655927,0.6963836,-1.2747271,0.8192862,-0.38960984,0.21605065,-1.1318747,1.2006166
cell_1576,1.3310568,1.1991031,0.9690417,1.1499687,-0.8619629,-0.6732937,-0.9928044,1.4064063,-0.7412651,-1.5232252,-0.67029345,-0.7189466,-1.7418882,-0.97007656,1.260622,0.99009776,-1.4900669,-0.6545842,1.583517,0.563344,0.4866462,-1.4131318,-1.1073179,0.5635251,-1.1525654,-0.025928497,1.0867518,-0.09754281,-0.6852008,-1.8792922,1.0462533,-0.87818587,-1.5956413,-0.9147394,-1.6113204,0.53317815,-0.9764797,-0.9980216,1.2146133,-0.77111447,-1.0418651,-1.4657066,-0.49623832,-0.82920444,-1.2296062,0.12502047,0.8447416,-0.9150766,-1.1185354,-1.0136118,0.43228385,-1.6945902,-1.4772457,-0.7367441,-1.0948747,-0.5963851,0.91085386,0.77508116,1.3895344,2.1063826,0.75967294,-1.5804657,0.64552516,0.8762639
cell_1577,0.09533437,0.78076494,0.83339655,-1.16358,-0.36489055,0.41769493,1.5741253,0.33926287,0.72754776,-1.1889164,-0.02237058,0.697712,-0.51005477,1.5383707,-0.91521865,-0.17055434,-1.3790742,1.1774858,0.9217671,-0.9875303,0.06271967,-0.96508557,1.1301291,1.3805051,-0.91108906,-1.4005339,-1.9776548,0.79414415,-0.00566303,-0.25566277,-1.0565087,-1.4695098,0.2085874,-0.08590627,-0.6284112,-0.850327,-1.1374167,1.2978649,-0.43805343,1.9346584,0.72150534,-0.10781363,2.1222224,1.6750591,-0.4733117,-2.50098,0.17833318,0.6818957,-0.1993207,-0.5483935,-0.23583788,1.259201,-0.90403354,-0.22528334,-1.7978095,2.2371185,0.3908607,0.07862708,0.037480213,1.0625672,0.5589508,0.23722991,-0.95760727,-0.70171076
cell_1578,1.2940459,0.08700627,1.2882525,-0.8883444,-0.45766076,-0.47099984,1.4877311,1.8265415,1.6044639,-1.4342413,-0.11833143,1.5112658,-1.3714236,1.0353512,-1.557838,-1.1364512,-2.3296673,1.5752563,-0.4659932,-1.7852645,0.4817421,-1.1851212,1.4792261,1.3659989,-1.5118383,-1.0647138,-1.9677867,1.1240647,-0.43849453,-0.007731666,-0.8283344,-0.9614109,1.6130108,-0.86217767,-1.5914687,-1.622587,-1.3275583,-0.6075933,-0.2841334,1.9597684,-0.53348315,1.2321918,2.1330082,1.3700967,0.14411396,-2.4785464,1.1091553,1.362939,-0.46581188,1.5318849,-1.9893411,0.03477207,-1.9321365,-0.26164418,-1.7815876,1.391308,1.0801941,1.2840829,-0.4349421,1.3194613,0.7183779,0.4229347,-1.4881506,-1.4302804
cell_1579,1.4508775,1.2521975,1.5341887,1.5054668,-1.7253891,-1.6642392,0.07419111,1.9574423,-0.012548879,-0.65779674,0.38497573,-1.1509821,-1.7189994,-1.8194817,1.6273499,1.5442274,-0.22524774,0.88518304,0.6486383,0.87205106,-0.29770637,-0.4918779,-1.678269,-0.5680851,-1.6810129,-1.4148967,-0.35631207,1.1115113,-0.7196704,-2.3066688,1.7507559,0.29380566,-0.22665069,-0.15475121,-1.4983528,-1.3285793,-1.3866901,-0.62457305,1.3104707,-0.1211279,-1.4683319,-0.8159509,-0.81487244,-0.8461912,-1.491185,-1.2122877,-0.032671124,-0.17918414,-0.34213284,0.2563837,-0.25699624,-0.51398754,-1.3843334,0.8183416,-1.3719099,-2.352355,-0.4148789,-0.018748678,1.7857842,2.2552898,0.6918318,0.1661962,0.17935497,-0.20646748
cell_1580,-1.0291897,-1.0432308,-1.7406467,1.1056607,1.352753,-0.8963721,-0.9301113,-0.08799533,1.8989756,-0.086863786,1.2158664,-1.2080841,0.71005195,-1.7892437,-1.3244264,0.9414682,-0.9339637,0.94198024,1.7633445,-0.88996553,0.9467106,-1.4601679,1.3541077,-0.5857455,-2.3565967,-1.0382471,0.1351037,1.9358143,1.0127164,0.04390821,1.7884039,0.8854845,0.56440914,-0.9520331,-1.2634765,0.46519065,0.85237813,-0.13619202,-0.62264234,-0.870845,-0.41181505,0.7408672,1.1731938,1.954483,-1.8656154,0.7645985,-1.517792,1.881394,-0.79913867,0.40118438,0.17990126,-1.6936227,0.010371573,1.2128011,-1.4460341,-0.08306068,0.6292806,1.1933663,-0.4990309,-0.724125,-2.0208998,0.28984165,0.7589564,-0.42749465
cell_1581,-0.9663769,0.31601387,0.013779206,0.10945231,-0.29776335,-0.083210744,1.9069796,-0.02980491,1.3523892,-0.87418014,0.4377393,0.6115234,0.020871818,-0.5668698,1.786195,-0.31201917,-0.8829943,0.9675389,-0.37791646,-1.14205,-0.8174544,-0.08789358,0.17407209,0.418767,-0.10845095,0.551768,0.18198198,0.10057184,-0.052583084,-1.5741329,-0.10427232,1.0684252,0.68727297,-0.9781296,0.45366484,-0.8239063,-0.25861818,-0.50220245,0.8613919,1.9731134,-0.81548774,-0.25894132,1.2415516,1.5618896,-1.2992728,-1.2658874,0.9665738,0.97466695,0.6483201,0.43591335,-1.2702037,0.28053397,-0.50163126,1.1214129,0.15893921,1.2216536,-0.25493455,-1.1819041,-0.5328626,1.3552421,-0.28318813,-0.97582996,-1.4534911,0.026028633
cell_1582,1.3178825,1.0334182,-0.815799,0.74010473,0.12301776,-0.5665416,1.03778,-0.45306125,2.2337723,0.5720749,1.7371083,0.98487216,-0.8965666,0.3990283,0.7163388,1.2963628,-1.658442,1.9242661,1.4037477,0.2833504,-1.7635938,1.2851843,2.0514336,0.41075864,0.42001292,0.6940695,-1.5524638,-0.08875724,1.3956321,-1.8037486,-0.41673207,-0.5307651,-0.7505211,-0.50330895,0.47404024,0.44157708,1.3004055,0.6138442,1.164381,2.0018244,-0.8086715,-1.0573813,2.1491117,1.4435376,-1.1714013,-1.6105251,0.79900503,-1.419398,1.332674,0.2775276,0.46450287,0.8345977,0.44696835,0.9749263,-0.9177166,0.87972003,-1.1790664,-0.7474575,-1.1282351,-0.38289937,0.8363416,-1.351077,-1.4123728,1.3194108
cell_1583,2.2720706,1.8596765,-0.08490202,0.7352081,-0.32650888,-0.3954224,0.74092555,0.34771007,1.3225923,-0.68317044,1.1428294,-1.1975011,-0.665636,0.9760715,1.3736538,1.8024492,-0.9766345,0.1962218,2.2098513,1.6036179,-0.47078794,-0.65716934,0.2492153,1.151852,0.51511145,-0.54839015,-1.4688373,0.02738912,0.33626387,-1.7576734,-0.8147136,-1.0172621,-0.78480667,0.47126055,-0.45046282,1.410871,0.2379331,0.21741039,0.5805162,1.1537238,-0.047501564,-2.129151,1.0375652,0.20345157,-2.1256733,-1.0688792,0.89564246,-1.3353617,-0.0081442315,-1.2343786,1.928484,0.29439783,-0.595108,-0.84998405,-1.9446503,0.8093964,-0.2747578,-0.5620823,1.2309554,-0.24294692,0.9008886,-1.1425189,-0.39983654,0.20009953
cell_1584,1.3138318,0.617795,-0.8277267,0.67083895,-0.5332376,-0.94778657,1.4864725,-0.6575552,1.3183237,0.9420757,1.7073537,0.81884396,-0.665281,0.5929995,1.1249048,0.77554303,-1.0467851,1.5506968,1.2330909,-0.051739603,-1.62191,1.324384,1.2673534,1.255605,0.68324405,1.1543188,-0.9092519,-0.41348818,1.6460705,-1.3785394,-0.7893123,0.009715557,-0.38852212,-0.4582038,0.17081827,0.6917709,1.2946287,1.0131679,1.4428579,1.3895919,-1.091223,-1.286133,1.2894317,1.4465288,-1.0985498,-1.1844591,0.65627456,-1.0558946,1.3476536,0.7896427,0.19608697,0.49646237,0.4697308,1.2499828,-1.267482,0.719299,-1.0513804,-0.9556744,-0.94244444,-0.630102,0.53274524,-1.4838413,-1.3905851,1.1660843
cell_1585,0.89437675,0.7670764,1.1605309,-1.6238859,-0.41680798,1.7106564,0.8928672,2.1792061,0.67736495,-2.5275705,0.32219747,-0.96439457,-0.6495505,1.9843076,-1.4258051,0.4059406,0.1854674,-0.4108047,1.1274979,0.77076757,-0.5583679,-2.55153,1.5873077,0.61904424,-0.67392224,-2.1878881,-1.1924362,2.154406,-0.063323736,0.8514047,-1.3755002,-1.7235816,0.9693962,0.22861668,-1.025414,-0.6361327,-1.2596875,1.2453517,-0.67612624,1.4279507,2.2706864,0.27222914,1.1477119,1.0318756,0.50816673,-2.6531312,-1.5550032,0.96154034,-1.3344934,-1.0592834,-0.7605436,0.73297286,-2.9604025,0.24569023,-1.5174773,1.8010952,1.6471441,0.9396653,1.9040195,-0.031505525,-0.9881661,0.29953104,-1.1675451,-1.2141361
cell_1586,0.8087491,0.35496685,1.1591862,-1.2107801,-1.7908719,-0.4910991,1.6423665,1.7248614,1.5541267,-0.68112546,0.11509627,0.43276307,-1.4354883,0.55126226,-0.4167316,-0.52498674,-0.785917,1.8673818,-0.7113835,-0.556959,-0.09638775,-1.2592866,1.2096083,0.96963227,-1.2089627,-1.6884719,-2.083888,1.7405994,-1.1447973,-0.38023078,-0.5204737,-0.6340579,1.2480823,-0.62931025,-1.9906297,-1.6593915,-1.0994611,0.071363926,-1.1596838,1.6542645,-0.2656924,1.539504,1.4479525,0.47445843,0.8098554,-2.3138165,0.60953885,1.0112957,-1.0181465,2.285667,-1.3828892,0.6481,-1.7552209,0.6767589,-1.5199535,0.88257575,0.32824498,0.33015743,0.31020916,1.7757206,1.4765332,0.30709836,-1.4607394,-2.366764
cell_1587,0.8671019,0.77556,-0.6035608,0.82366544,-0.21382469,-1.325378,0.9678927,-0.93560016,1.0744379,0.5543838,1.0990744,1.2674477,-0.47621912,0.60776144,0.6340827,1.5948113,-1.5944619,1.4106705,1.3216156,-1.0912106,-0.4539983,0.9955223,1.1191694,-0.37353396,0.29178202,0.6727553,-0.8443699,0.15893102,0.93122977,-1.0853136,-0.82866293,-0.71768105,-1.0601407,-0.6930182,0.9114839,0.43950447,1.1894045,1.1645736,0.93969643,1.8177731,-0.31176323,-1.2328905,0.9674061,1.6549184,-1.0006723,-0.9123493,0.91184306,-1.0815492,1.8766657,0.16043349,0.94931555,0.6596712,0.5246757,0.62341535,-0.31981558,1.4338282,-1.1258056,-0.94671476,-0.4507119,-0.40406528,0.8385887,-1.6602505,-1.1502839,1.40836
cell_1588,0.60018647,1.091692,0.57999384,0.48951027,-1.3100451,-2.0052493,0.0511723,-0.10743922,0.14235897,-0.68272924,-0.7421019,0.039598703,-1.5009115,-0.056735545,1.0504432,1.187115,-2.5628264,-0.057668895,1.1511804,-0.74302965,0.6944481,-0.19505572,-0.2536655,1.9265275,-0.6698636,0.36972213,0.14336215,-1.41588,-0.691918,-1.5519845,-0.45286322,-1.5234259,-1.4083421,-1.0803542,-0.7663696,0.8724056,-0.6326756,-0.5640147,0.5982667,0.32484752,-1.4950199,-1.1595294,0.18933041,0.3860028,-1.4243466,0.22002792,2.5961235,-0.6347989,-0.08492138,-0.39631724,0.98554146,-0.69623864,-0.63025093,0.039150476,-1.3968804,0.22068419,-0.12331315,0.109254956,-0.3564046,1.2009339,1.6871151,-1.4383862,-0.0016399324,0.55004704
cell_1589,1.7961527,1.088079,-0.73337185,0.39238054,-0.9384692,-0.77304304,1.0983477,-0.64545035,0.83618045,0.57857525,1.4185967,1.3768737,-0.47271013,0.59299266,0.2976004,1.2135699,-1.4656827,1.3975514,1.0413896,-0.16282761,-0.8116907,0.8323169,1.3601823,0.741434,0.9194981,0.9712268,-1.3279026,0.25461417,1.1288153,-1.2753772,-0.9609555,-0.3512832,-0.61961,-0.3934197,0.41990983,1.013283,1.3847495,1.9164617,0.9399461,1.8722554,-0.7322994,-1.1916863,1.1413282,1.3908644,-1.3051107,-1.4171097,1.0458615,-1.2582104,1.7295094,0.4577374,0.5728802,0.8367459,0.76038,0.7926677,-1.1775199,1.2335205,-1.2532597,-1.0455548,-0.7163139,-1.0596243,1.2174413,-1.462702,-1.2403803,1.0348476
cell_1590,1.7644122,-1.7452621,-1.6933075,2.204604,-1.0561807,2.3826978,-1.4122325,2.4882944,-0.8276522,0.6572439,1.7248588,-0.898856,-2.224837,-1.0339816,-1.4610467,-0.07268229,-1.2254498,-1.4192975,1.9485879,1.1018066,1.4672618,-1.700678,2.198755,0.9320514,0.6675898,-1.3210312,1.2682563,0.07071399,0.5731981,-2.556831,-1.7149183,-1.2747045,2.024605,1.5819438,0.96087897,-1.7078744,1.3661282,0.3470337,1.5988723,2.3768682,2.1291852,-0.16099517,2.7017186,-0.20637624,2.0688236,1.4178945,-1.1769526,1.5844984,2.9287274,0.8480893,-0.71541274,-1.6815163,1.3962032,-0.5425652,1.5921327,-1.2238886,1.8077769,-2.700929,2.3059783,0.74497575,0.63182193,0.33889645,2.3292902,-2.014328
cell_1591,1.1584325,1.5123277,-1.3883414,0.8925512,-0.6746141,-0.23105337,1.6612701,-0.0755057,2.6439586,0.5334279,2.2628305,0.8200069,-0.68339175,0.072657496,1.3601922,1.3131292,-1.1484259,1.3314474,1.3800876,-0.36630222,-2.1548479,0.76612425,1.3804682,0.3027919,0.939047,0.91807896,-1.1058801,0.08656949,1.4079239,-1.3466785,-1.1073692,-0.11307743,-0.5477427,-0.5510465,0.6542859,1.0458637,1.1116469,1.356638,1.3630308,1.9945631,-0.74882686,-0.44117403,0.9202257,1.8973032,-0.99989647,-1.8679248,0.8517211,-1.3391966,1.5528675,0.7846031,0.16144782,0.6914612,0.53429544,1.1415753,-0.558853,0.46443892,-0.89207816,-1.2959875,-1.083322,-0.5427837,0.9862497,-1.8375549,-0.89244497,1.0825528
cell_1592,1.1770394,0.34994623,-1.4881729,1.4925457,-0.3790522,-0.97253716,1.4330399,-0.36685932,2.048588,0.6455068,1.7943562,1.2933041,-0.55305827,0.46037683,1.1042562,1.5504149,-1.1735477,1.6534946,1.3839923,-1.382899,-1.5696436,0.94048303,1.0956209,0.2514515,0.18716747,0.85855764,-1.0900661,0.038419474,1.1447917,-1.2313274,-0.56095845,-0.50815445,-0.91710645,-0.56810945,0.6377964,0.9388241,1.4982833,1.2957419,1.3885446,2.1380599,-0.6968465,-1.3798294,1.2533207,1.9596853,-0.9971846,-1.2360616,0.93242204,-0.90459913,1.4706988,0.49692315,0.5046327,0.7062065,0.77020186,0.88145155,-0.95819575,0.54960716,-0.72293043,-0.9301447,-0.9227148,-0.5902799,0.73706204,-1.6005803,-1.5256459,0.68930346
cell_1593,1.27212,1.4589031,0.7898455,1.1387554,0.3807932,-0.50627565,-0.32637563,1.2066412,-0.13900158,-1.9126018,-0.14566548,-1.2598894,-1.3919675,-0.015628546,1.02881,1.4959741,-1.2405406,-0.57432544,1.6709712,1.269643,0.18948129,-1.5062499,-0.1711645,0.8202759,-0.116238855,-1.4908292,-0.3112942,-0.7005071,-0.04677777,-1.0094676,0.25332013,-1.7115539,-0.4316419,-0.118217856,-1.258069,1.9156768,-0.8475673,0.29107416,0.42268434,-0.14056313,-0.13795392,-1.7090786,0.19915393,0.40771514,-1.8210968,0.015031816,0.3115692,-1.0273892,-0.8265482,-2.0031147,1.5128332,-0.39559853,-1.4849315,-1.29988,-2.1076229,-0.018932372,1.0735779,0.54063237,1.891593,-0.04652722,0.12553477,-1.2768716,-0.3487965,0.49804866
cell_1594,1.0596344,0.86850595,-1.5313034,0.93149465,-0.7100247,0.019149631,1.432963,-0.3562996,2.419551,1.0257564,2.0755658,0.4845618,-0.65920144,0.46918118,1.189698,0.81261927,-1.5001745,1.3815429,0.13961661,-0.83476436,-1.9407772,0.90266854,1.2272434,1.4757445,0.8033826,1.9503298,-0.912241,-0.26664424,0.90805584,-1.9542279,-0.55858743,-0.009946674,-0.56771696,-1.2752055,0.8099586,0.92178774,0.68148965,0.7163006,1.4050969,2.8394058,-0.7444041,-1.1478697,1.6227005,1.917671,-0.8449472,-1.6924057,1.4093578,-1.5437994,1.8259549,0.7941127,-0.4343164,0.45643827,0.6978538,1.3996197,-0.2849182,0.3613239,-0.6715653,-1.527594,-1.1224401,0.023620859,0.3988515,-1.5003194,-1.9874808,1.1566013
